,name,year,0,1
247,Paul Blackburn,2018.0,0.5791896337574969,0.4208103662425031
248,Alex Blandino,2018.0,0.5627331742136047,0.4372668257863953
249,Jeremy Bleich,2018.0,0.29267538430780304,0.707324615692197
252,Richard Bleier,2018.0,0.7784559980859533,0.22154400191404666
264,Jerry Blevins,2018.0,0.5771917928713733,0.42280820712862666
265,Ryan Borucki,2018.0,0.7737862007589869,0.22621379924101315
272,Brad Boxberger,2018.0,0.7195324846571574,0.2804675153428427
276,Matt Boyd,2018.0,0.9483845410228241,0.05161545897717588
288,Blaine Boyer,2018.0,0.09844107494063303,0.901558925059367
296,Brad Brach,2018.0,0.8414556658394601,0.15854433416053998
300,Silvino Bracho,2018.0,0.536717313643993,0.463282686356007
304,Archie Bradley,2018.0,0.9257860351438795,0.07421396485612053
306,Ryan Brasier,2018.0,0.4917093009620074,0.5082906990379926
309,Steven Brault,2018.0,0.5485102331852627,0.45148976681473724
311,John Brebbia,2018.0,0.7495649647519744,0.2504350352480256
312,Colten Brewer,2018.0,0.31809857350321014,0.6819014264967899
315,Austin Brice,2018.0,0.5341862429204756,0.4658137570795245
318,Parker Bridwell,2018.0,0.273606381769978,0.726393618230022
326,Zach Britton,2018.0,0.37428842113109473,0.6257115788689053
333,Rex Brothers,2018.0,0.15794451919804975,0.8420554808019503
345,Clay Buchholz,2018.0,0.5700044884827775,0.42999551151722243
349,Ryan Buchter,2018.0,0.7121059947034434,0.2878940052965567
351,Walker Buehler,2018.0,0.8795336918637788,0.12046630813622122
361,Madison Bumgarner,2018.0,0.6360509276418007,0.3639490723581993
363,Aaron Bummer,2018.0,0.6760305872396184,0.32396941276038155
367,Dylan Bundy,2018.0,0.6570939198908907,0.34290608010910933
368,Corbin Burnes,2018.0,0.46581324706442306,0.5341867529355769
370,Alan Busenitz,2018.0,0.31563802794118045,0.6843619720588195
373,Matt Bush,2018.0,0.42208777445912515,0.5779122255408748
380,Drew Butera,2018.0,0.2882493048405943,0.7117506951594057
385,Eddie Butler,2018.0,0.22808440904707095,0.771915590952929
395,Trevor Cahill,2018.0,0.8388039312176627,0.16119606878233722
397,Shane Carle,2018.0,0.8614991971521417,0.13850080284785826
398,Ryan Carpenter,2018.0,0.36198206558999635,0.6380179344100037
407,Carlos Carrasco,2018.0,0.97560732933802,0.024392670661980084
422,Santiago Casilla,2018.0,0.26423651829201045,0.7357634817079896
423,Diego Castillo,2018.0,0.7524682045171481,0.24753179548285184
424,Jose Castillo,2018.0,0.6700818966752604,0.32991810332473964
426,Luis Castillo,2018.0,0.9025578427988257,0.0974421572011743
430,Miguel Castro,2018.0,0.7452431622528266,0.2547568377471734
440,Brett Cecil,2018.0,0.3475637019396076,0.6524362980603924
448,Xavier Cedeno,2018.0,0.5257180920146544,0.47428190798534564
451,Luis Cessa,2018.0,0.35446941341153104,0.645530586588469
461,Jhoulys Chacin,2018.0,0.9027193560432172,0.09728064395678283
466,Andrew Chafin,2018.0,0.9406564120952011,0.059343587904798885
475,Aroldis Chapman,2018.0,0.9372408356950294,0.06275916430497067
482,Tyler Chatwood,2018.0,0.4081046920225738,0.5918953079774262
493,Jesse Chavez,2018.0,0.6389758349736374,0.36102416502636264
500,Wei-Yin Chen,2018.0,0.5626648745263925,0.43733512547360753
501,Yonny Chirinos,2018.0,0.757989472573046,0.24201052742695395
502,Adam Cimber,2018.0,0.9292368514317437,0.07076314856825627
509,Tony Cingrani,2018.0,0.6028975914222782,0.39710240857772183
514,Alex Claudio,2018.0,0.8676637827331173,0.13233621726688274
517,Mike Clevinger,2018.0,0.983535249193832,0.01646475080616802
529,Tyler Clippard,2018.0,0.8031182127057559,0.19688178729424416
533,Tyler Cloyd,2018.0,0.17814237073775652,0.8218576292622435
540,Alex Cobb,2018.0,0.8299202658907792,0.17007973410922086
546,Gerrit Cole,2018.0,0.9975472317288329,0.0024527682711671705
548,Taylor Cole,2018.0,0.35469493526332385,0.6453050647366761
555,Louis Coleman,2018.0,0.5867721654612027,0.4132278345387973
560,Tim Collins,2018.0,0.31432037250135314,0.6856796274986469
566,Alex Colome,2018.0,0.9079528715844342,0.09204712841556582
587,Bartolo Colon,2018.0,0.31472103035794285,0.6852789696420571
591,Adam Conley,2018.0,0.6569292341896988,0.3430707658103012
597,Ryan Cook,2018.0,0.18450372684812022,0.8154962731518798
599,Scott Copeland,2018.0,0.21511428630442764,0.7848857136955724
605,Patrick Corbin,2018.0,0.9968579409957823,0.003142059004217744
607,Daniel Corcino,2018.0,0.2175977003454238,0.7824022996545762
609,Dylan Covey,2018.0,0.7406996338877486,0.2593003661122514
611,Kyle Crick,2018.0,0.9340971253456569,0.0659028746543431
616,Kyle Crockett,2018.0,0.35952054848526627,0.6404794515147337
619,Rhiner Cruz,2018.0,0.1717115816189696,0.8282884183810304
630,Johnny Cueto,2018.0,0.3438889464772552,0.6561110535227448
633,William Cuevas,2018.0,0.21237409127693307,0.7876259087230669
636,Zac Curtis,2018.0,0.3052477144663509,0.6947522855336491
638,John Curtiss,2018.0,0.25118609539243353,0.7488139046075665
644,Yu Darvish,2018.0,0.3946273046066373,0.6053726953933627
645,Matt Davidson,2018.0,0.9490731573409056,0.05092684265909439
649,Zach Davies,2018.0,0.38972994094238733,0.6102700590576127
650,Austin Davis,2018.0,0.6848595802843287,0.3151404197156713
657,Chris Davis,2018.0,0.15440443861469078,0.8455955613853092
667,Wade Davis,2018.0,0.7695497993261767,0.2304502006738233
682,Jorge De La Rosa,2018.0,0.41220004207678973,0.5877999579232103
683,Enyel De Los Santos,2018.0,0.4070846286030423,0.5929153713969577
688,Jacob deGrom,2018.0,0.9991977543789388,0.0008022456210612027
696,Randall Delgado,2018.0,0.16010049922753955,0.8398995007724605
700,Anthony DeSclafani,2018.0,0.5393346894473441,0.4606653105526559
705,Odrisamer Despaigne,2018.0,0.37809544357949354,0.6219045564205065
708,Chris Devenski,2018.0,0.7720115703834171,0.22798842961658297
711,Edwin Diaz,2018.0,0.9944948940620497,0.0055051059379503005
713,Miguel Diaz,2018.0,0.32137246823737653,0.6786275317626235
720,Jake Diekman,2018.0,0.8478630045252523,0.1521369954747477
721,Seranthony Dominguez,2018.0,0.9129223192200527,0.08707768077994728
728,Sean Doolittle,2018.0,0.8607820504385676,0.13921794956143238
732,Oliver Drake,2018.0,0.6936343142434398,0.30636568575656015
736,Tyler Duffey,2018.0,0.26087502811400354,0.7391249718859965
744,Danny Duffy,2018.0,0.7267371592484997,0.27326284075150026
758,Zach Duke,2018.0,0.7819525493447161,0.21804745065528391
762,Ryan Dull,2018.0,0.46458317912720526,0.5354168208727947
772,Mike Dunn,2018.0,0.30909637152160285,0.6909036284783971
779,Sam Dyson,2018.0,0.8841638938193715,0.11583610618062849
782,Zach Eflin,2018.0,0.8912578485712586,0.10874215142874148
787,Roenis Elias,2018.0,0.4532452425049184,0.5467547574950816
794,Nathan Eovaldi,2018.0,0.7400676948506513,0.25993230514934873
799,Robbie Erlin,2018.0,0.8063213739498547,0.19367862605014532
810,Marco Estrada,2018.0,0.6612249169537202,0.3387750830462798
817,Jeurys Familia,2018.0,0.9483009606633841,0.05169903933661589
822,Buck Farmer,2018.0,0.8093765132630423,0.19062348673695773
829,Danny Farquhar,2018.0,0.18960758824253077,0.8103924117574692
831,Luke Farrell,2018.0,0.41926815871594547,0.5807318412840545
833,Erick Fedde,2018.0,0.43755173298706995,0.56244826701293
837,Michael Feliz,2018.0,0.7001078265760357,0.29989217342396435
838,Caleb Ferguson,2018.0,0.5663731006850653,0.4336268993149347
839,Matt Festa,2018.0,0.27696883185195087,0.7230311681480491
840,Johnny Field,2018.0,0.6420733315938576,0.35792666840614235
846,Josh Fields,2018.0,0.6500900858752452,0.34990991412475486
854,Mike Fiers,2018.0,0.8759852747196882,0.12401472528031174
855,Heath Fillmyer,2018.0,0.47116359500031724,0.5288364049996828
860,Brandon Finnegan,2018.0,0.29431076670193024,0.7056892332980698
870,Doug Fister,2018.0,0.3456473114789165,0.6543526885210835
872,Jack Flaherty,2018.0,0.9071141671071821,0.09288583289281788
875,Ryan Flaherty,2018.0,0.49602046104931496,0.503979538950685
877,Chris Flexen,2018.0,0.2528821667251594,0.7471178332748406
880,Dylan Floro,2018.0,0.8565212063247815,0.14347879367521854
885,Brian Flynn,2018.0,0.5942259835903386,0.4057740164096614
889,Wilmer Font,2018.0,0.3096142779428087,0.6903857220571913
893,Nick Franklin,2018.0,0.1973939745388682,0.8026060254611318
895,Kyle Freeland,2018.0,0.969511723257893,0.030488276742106926
902,Sam Freeman,2018.0,0.7242563350624909,0.2757436649375091
904,Max Fried,2018.0,0.5629935451877077,0.43700645481229233
906,Jace Fry,2018.0,0.9227216730643047,0.07727832693569528
907,Paul Fry,2018.0,0.5846813546517556,0.41531864534824436
910,Carson Fulmer,2018.0,0.3246713624567963,0.6753286375432037
913,Michael Fulmer,2018.0,0.8787278908142758,0.12127210918572422
914,Drew Gagnon,2018.0,0.36804103689770706,0.6319589631022929
926,Yovani Gallardo,2018.0,0.31895717258276934,0.6810428274172307
928,Giovanny Gallegos,2018.0,0.2879104918122357,0.7120895081877643
931,John Gant,2018.0,0.8119618715575188,0.1880381284424813
932,Greg Garcia,2018.0,0.682008363146825,0.31799163685317494
942,Jaime Garcia,2018.0,0.47115797609656573,0.5288420239034343
944,Jarlin Garcia,2018.0,0.2656797432625442,0.7343202567374558
949,Leury Garcia,2018.0,0.6559839042886209,0.3440160957113792
955,Luis Garcia,2018.0,0.8174381295124952,0.18256187048750486
959,Yimi Garcia,2018.0,0.32670782616693395,0.673292173833066
961,Nick Gardewine,2018.0,0.277285994262496,0.722714005737504
963,Amir Garrett,2018.0,0.9182417314237158,0.08175826857628424
969,Kevin Gausman,2018.0,0.9063132868019536,0.09368671319804642
971,Sam Gaviglio,2018.0,0.7960902866504385,0.2039097133495616
973,Scooter Gennett,2018.0,0.9993837514442883,0.000616248555711792
980,Craig Gentry,2018.0,0.48395792322614806,0.5160420767738519
982,Domingo German,2018.0,0.7555988999621648,0.24440110003783527
988,Kyle Gibson,2018.0,0.9576938013974532,0.042306198602546856
993,Ken Giles,2018.0,0.7689212332927333,0.23107876670726665
996,Lucas Giolito,2018.0,0.6213087502913623,0.3786912497086377
1000,Mychal Givens,2018.0,0.9547547722704597,0.04524522772954026
1003,Tyler Glasnow,2018.0,0.7768562381556637,0.22314376184433626
1007,Zack Godley,2018.0,0.9660406163973828,0.03395938360261722
1012,Erik Goeddel,2018.0,0.6063261733063574,0.39367382669364254
1014,Luiz Gohara,2018.0,0.38930749570663603,0.610692504293364
1017,Ryan Goins,2018.0,0.428414332637182,0.571585667362818
1018,Austin Gomber,2018.0,0.6213679265319085,0.37863207346809147
1027,Jeanmar Gomez,2018.0,0.26051469216381906,0.7394853078361809
1029,Roberto Gomez,2018.0,0.32198281609674173,0.6780171839032583
1033,Marco Gonzales,2018.0,0.9609836568292239,0.03901634317077607
1044,Gio Gonzalez,2018.0,0.7703494346420053,0.22965056535799463
1045,Merandy Gonzalez,2018.0,0.35218946564756703,0.647810534352433
1052,Miguel Gonzalez,2018.0,0.23734741751913746,0.7626525824808625
1056,Nick Goody,2018.0,0.25001017034193085,0.7499898296580692
1058,Daniel Gossett,2018.0,0.37543389666487004,0.62456610333513
1062,Trevor Gott,2018.0,0.3253435588817317,0.6746564411182683
1066,Matt Grace,2018.0,0.7501527654612745,0.24984723453872545
1071,Kendall Graveman,2018.0,0.292508950532419,0.707491049467581
1072,Brett Graves,2018.0,0.3655621638340154,0.6344378361659846
1076,Jon Gray,2018.0,0.9847157526958817,0.015284247304118257
1082,Sonny Gray,2018.0,0.8534667994208901,0.14653320057910993
1085,Chad Green,2018.0,0.9354577186823854,0.06454228131761461
1090,Shane Greene,2018.0,0.8616146173815088,0.1383853826184912
1100,Luke Gregerson,2018.0,0.22428004158533654,0.7757199584146635
1115,Zack Greinke,2018.0,0.9164613412459209,0.08353865875407902
1122,Justin Grimm,2018.0,0.20605462848179634,0.7939453715182037
1125,Robert Gsellman,2018.0,0.8680276172609691,0.13197238273903092
1127,Reymin Guduan,2018.0,0.24451560059421895,0.755484399405781
1131,Junior Guerra,2018.0,0.913472068481474,0.08652793151852597
1133,Tayron Guerrero,2018.0,0.8258856567276514,0.17411434327234865
1137,Preston Guilmet,2018.0,0.17017874848593706,0.8298212515140629
1138,Brandon Guyer,2018.0,0.6506774910392527,0.34932250896074735
1140,Josh Hader,2018.0,0.9789523047796674,0.021047695220332598
1145,David Hale,2018.0,0.17396993267520688,0.8260300673247931
1147,Justin Haley,2018.0,0.24964678516664207,0.7503532148333579
1160,Cole Hamels,2018.0,0.6571314106897459,0.34286858931025416
1173,Jason Hammel,2018.0,0.6787476633103833,0.32125233668961667
1174,Justin Hancock,2018.0,0.35373553627689125,0.6462644637231088
1182,Brad Hand,2018.0,0.9166495299323836,0.08335047006761638
1183,Ian Happ,2018.0,0.9729225814069066,0.027077418593093382
1188,Blaine Hardy,2018.0,0.8147681854030835,0.18523181459691657
1195,Will Harris,2018.0,0.8854407058313534,0.11455929416864662
1201,Josh Harrison,2018.0,0.8355675896510261,0.1644324103489739
1204,Donnie Hart,2018.0,0.3587539139889645,0.6412460860110355
1210,Matt Harvey,2018.0,0.770067903668548,0.2299320963314519
1215,Andrew Heaney,2018.0,0.938229469655566,0.061770530344434055
1224,Jeremy Hellickson,2018.0,0.6851368323503761,0.31486316764962385
1230,Heath Hembree,2018.0,0.840528679423252,0.15947132057674798
1235,Kyle Hendricks,2018.0,0.9194919777539264,0.08050802224607354
1243,Liam Hendriks,2018.0,0.2120824574262007,0.7879175425737993
1252,David Hernandez,2018.0,0.7461219785073179,0.2538780214926822
1253,Elieser Hernandez,2018.0,0.5840104304255599,0.4159895695744401
1267,Felix Hernandez,2018.0,0.49319206587608133,0.5068079341239187
1275,Kelvin Herrera,2018.0,0.7513545144426061,0.2486454855573938
1276,David Hess,2018.0,0.44123010708836674,0.5587698929116333
1277,Jordan Hicks,2018.0,0.9335351257878695,0.06646487421213058
1279,Trevor Hildenberger,2018.0,0.8716395059708004,0.12836049402919955
1293,Rich Hill,2018.0,0.4854584225780708,0.5145415774219292
1294,Tim Hill,2018.0,0.8937237147315094,0.10627628526849067
1295,Yoshihisa Hirano,2018.0,0.9175559083766855,0.08244409162331451
1298,Jeff Hoffman,2018.0,0.2853961113288327,0.7146038886711673
1301,Jonathan Holder,2018.0,0.9327286458380247,0.0672713541619753
1311,Derek Holland,2018.0,0.8684724007139498,0.1315275992860502
1319,Greg Holland,2018.0,0.5935402562842036,0.40645974371579635
1320,Clay Holmes,2018.0,0.49178176679796215,0.5082182332020379
1322,Adrian Houser,2018.0,0.306650511655451,0.693349488344549
1323,Sam Howard,2018.0,0.2446455757117162,0.7553544242882838
1326,James Hoyt,2018.0,0.23303991408879343,0.7669600859112066
1328,Chih-Wei Hu,2018.0,0.31623682612383985,0.6837631738761601
1337,Daniel Hudson,2018.0,0.5193960824318493,0.4806039175681507
1345,Jared Hughes,2018.0,0.9214286496403225,0.07857135035967759
1357,Phil Hughes,2018.0,0.17278334991808297,0.827216650081917
1368,Tommy Hunter,2018.0,0.8049199359533082,0.19508006404669173
1373,Drew Hutchison,2018.0,0.2020360381950672,0.7979639618049328
1377,Raisel Iglesias,2018.0,0.8742988786774896,0.1257011213225104
1393,Edwin Jackson,2018.0,0.316209856960349,0.683790143039651
1397,Luke Jackson,2018.0,0.525475815744178,0.474524184255822
1406,Kenley Jansen,2018.0,0.8690372048687908,0.13096279513120923
1408,Jon Jay,2018.0,0.9894252717347487,0.01057472826525135
1417,Jeremy Jeffress,2018.0,0.9419980410949519,0.05800195890504813
1424,Dan Jennings,2018.0,0.8513133571192375,0.1486866428807625
1434,Kevin Jepsen,2018.0,0.1628864618579141,0.8371135381420859
1435,Jake Jewell,2018.0,0.2672179018114007,0.7327820981885993
1437,Joe Jimenez,2018.0,0.9564957874388138,0.04350421256118618
1440,Brian Johnson,2018.0,0.7295681254735408,0.2704318745264592
1453,Jim Johnson,2018.0,0.5491533370343691,0.4508466629656309
1455,Pierce Johnson,2018.0,0.5970038501475139,0.4029961498524861
1462,Nate Jones,2018.0,0.43825793907454025,0.5617420609254598
1463,Ariel Jurado,2018.0,0.44005919257279724,0.5599408074272028
1468,Tommy Kahnle,2018.0,0.3345730946385005,0.6654269053614995
1472,Keone Kela,2018.0,0.9138048737768996,0.08619512622310048
1473,Brad Keller,2018.0,0.9106691948439705,0.08933080515602955
1483,Shawn Kelley,2018.0,0.5869038280351843,0.41309617196481574
1490,Joe Kelly,2018.0,0.8700986485860492,0.1299013514139508
1502,Ian Kennedy,2018.0,0.47771790576476136,0.5222820942352386
1513,Clayton Kershaw,2018.0,0.9327124637450184,0.06728753625498168
1520,Dallas Keuchel,2018.0,0.9640611884141628,0.03593881158583722
1529,Craig Kimbrel,2018.0,0.8829689294574857,0.11703107054251428
1530,Nick Kingham,2018.0,0.5679991995319631,0.43200080046803685
1531,Tyler Kinley,2018.0,0.27766575585101805,0.722334244148982
1540,Brandon Kintzler,2018.0,0.7682590963151088,0.2317409036848912
1542,Andrew Kittredge,2018.0,0.384044344642512,0.615955655357488
1550,Corey Kluber,2018.0,0.9892470729720926,0.01075292702790742
1555,Corey Knebel,2018.0,0.7062176113425505,0.2937823886574495
1558,Matt Koch,2018.0,0.4272566604730156,0.5727433395269844
1560,Adam Kolarek,2018.0,0.5128833272099903,0.4871166727900097
1568,George Kontos,2018.0,0.31956191396646605,0.680438086033534
1569,Joey Krehbiel,2018.0,0.26931353049597695,0.730686469504023
1575,Ian Krol,2018.0,0.18342738382226276,0.8165726161777372
1578,Chad Kuhl,2018.0,0.6646581805611391,0.33534181943886093
1581,Ryan LaMarre,2018.0,0.47959742246539394,0.5204025775346061
1584,John Lamb,2018.0,0.3089607487566637,0.6910392512433363
1585,Eric Lauer,2018.0,0.7260952524801462,0.27390474751985383
1588,Derek Law,2018.0,0.28126209420738546,0.7187379057926145
1590,Casey Lawrence,2018.0,0.3007882871065187,0.6992117128934813
1599,Mike Leake,2018.0,0.8757574407655948,0.12424255923440515
1609,Wade LeBlanc,2018.0,0.7042153444203145,0.2957846555796855
1612,Jose Leclerc,2018.0,0.9698379865142706,0.030162013485729403
1614,Mark Leiter,2018.0,0.2896378350562344,0.7103621649437656
1619,Dominic Leone,2018.0,0.33647160945990984,0.6635283905400902
1632,Jon Lester,2018.0,0.5797623100707794,0.42023768992922067
1634,Artie Lewicki,2018.0,0.4525688841359108,0.5474311158640892
1638,Adam Liberatore,2018.0,0.3949846053779785,0.6050153946220215
1651,Francisco Liriano,2018.0,0.2656875351317959,0.7343124648682041
1652,Zack Littell,2018.0,0.3611354586992692,0.6388645413007308
1654,Ben Lively,2018.0,0.4449009476263044,0.5550990523736956
1655,Jonathan Loaisiga,2018.0,0.5601509673002707,0.4398490326997293
1656,Walker Lockett,2018.0,0.3857384186460907,0.6142615813539093
1669,Boone Logan,2018.0,0.1371668237393353,0.8628331762606647
1672,Jorge Lopez,2018.0,0.3154506288683212,0.6845493711316788
1673,Pablo Lopez,2018.0,0.6152813593721431,0.3847186406278569
1676,Reynaldo Lopez,2018.0,0.7987972793651729,0.20120272063482716
1680,Michael Lorenzen,2018.0,0.6564345543082679,0.3435654456917321
1687,Aaron Loup,2018.0,0.8339718468084789,0.1660281531915211
1689,Josh Lucas,2018.0,0.2979672809941001,0.7020327190058999
1690,Joey Lucchesi,2018.0,0.8013173079987803,0.19868269200121969
1693,Seth Lugo,2018.0,0.8933287650852212,0.10667123491477884
1701,Jordan Lyles,2018.0,0.4619098657462489,0.5380901342537511
1708,Lance Lynn,2018.0,0.8774959178938431,0.12250408210615699
1714,Tyler Lyons,2018.0,0.4118392297647474,0.5881607702352526
1727,Ryan Madson,2018.0,0.5025252462927543,0.4974747537072457
1730,Kenta Maeda,2018.0,0.9586863932744891,0.04131360672551091
1733,Matt Magill,2018.0,0.5061889990756983,0.4938110009243018
1735,Tyler Mahle,2018.0,0.7096419869824657,0.2903580130175342
1736,Kazuhisa Makita,2018.0,0.5268867805875409,0.4731132194124591
1741,Martin Maldonado,2018.0,0.8714510044156857,0.12854899558431435
1744,Sean Manaea,2018.0,0.931783806468075,0.06821619353192503
1745,Brandon Mann,2018.0,0.30445607117971574,0.6955439288202843
1747,Dillon Maples,2018.0,0.26817016908571756,0.7318298309142824
1752,Jhan Marinez,2018.0,0.15515813483001428,0.8448418651699857
1755,German Marquez,2018.0,0.9583498659623453,0.04165013403765467
1760,Evan Marshall,2018.0,0.31927502475072134,0.6807249752492787
1763,Chris Martin,2018.0,0.6656541645144691,0.3343458354855309
1765,Leonys Martin,2018.0,0.9903551155248245,0.00964488447517551
1771,Carlos Martinez,2018.0,0.8702959054622323,0.12970409453776763
1773,Phil Maton,2018.0,0.8178031124515921,0.18219688754840788
1777,Steven Matz,2018.0,0.6918542407479149,0.3081457592520851
1783,Brandon Maurer,2018.0,0.3586746626501126,0.6413253373498874
1786,Mike Mayers,2018.0,0.7912380943804482,0.20876190561955174
1788,Tim Mayza,2018.0,0.48037878365306885,0.5196212163469311
1791,Cory Mazzoni,2018.0,0.31243472483907864,0.6875652751609214
1799,Zach McAllister,2018.0,0.6475550815380189,0.3524449184619811
1812,Brandon McCarthy,2018.0,0.29827427424029807,0.7017257257597019
1815,Kevin McCarthy,2018.0,0.7602856632785469,0.2397143367214531
1824,Jake McGee,2018.0,0.6670627041808994,0.33293729581910053
1826,Kyle McGrath,2018.0,0.2303638084892886,0.7696361915107114
1828,Deck McGuire,2018.0,0.2350046688870937,0.7649953311129063
1835,Collin McHugh,2018.0,0.8441665022828876,0.15583349771711238
1843,Kris Medlen,2018.0,0.2298509579969622,0.7701490420030378
1844,Ryan Meisinger,2018.0,0.3014460297832319,0.6985539702167681
1847,Adalberto Mejia,2018.0,0.4771284208905403,0.5228715791094597
1857,Mark Melancon,2018.0,0.4422178986165918,0.5577821013834082
1860,Yohander Mendez,2018.0,0.33579995727517364,0.6642000427248264
1863,Daniel Mengden,2018.0,0.6699763787908145,0.3300236212091855
1864,Ben Meyer,2018.0,0.33359231412139667,0.6664076858786033
1866,Keynan Middleton,2018.0,0.4628429720924445,0.5371570279075555
1870,Miles Mikolas,2018.0,0.9722314914362601,0.02776850856373992
1878,Wade Miley,2018.0,0.508847062735408,0.491152937264592
1891,Andrew Miller,2018.0,0.3297056083158847,0.6702943916841153
1895,Justin Miller,2018.0,0.5947650149118171,0.40523498508818284
1897,Hoby Milner,2018.0,0.2582315036598375,0.7417684963401625
1900,Juan Minaya,2018.0,0.7156139522656839,0.284386047734316
1907,Mike Minor,2018.0,0.8048970759725579,0.19510292402744212
1910,Ariel Miranda,2018.0,0.3748501265585734,0.6251498734414266
1913,Frankie Montas,2018.0,0.7172738137448746,0.2827261862551254
1915,Jordan Montgomery,2018.0,0.5811955637330435,0.41880443626695646
1919,Mike Montgomery,2018.0,0.8121209599105905,0.1878790400894095
1927,Matt Moore,2018.0,0.47575947978092936,0.5242405202190706
1931,Adam Morgan,2018.0,0.8592088704731488,0.14079112952685122
1936,Mike Morin,2018.0,0.2316733995805631,0.7683266004194369
1938,Reyes Moronta,2018.0,0.9696925908933703,0.030307409106629643
1941,Akeel Morris,2018.0,0.2571253208471824,0.7428746791528176
1953,Brandon Morrow,2018.0,0.5556044707846903,0.44439552921530967
1964,Charlie Morton,2018.0,0.9490697740810872,0.05093022591891285
1967,Taylor Motter,2018.0,0.30449493620769796,0.695505063792302
1969,Gabriel Moya,2018.0,0.4776608458712216,0.5223391541287784
1981,Peter Moylan,2018.0,0.3457934362233326,0.6542065637766674
